timestamp,server_id,event_type,details,severity
2026-08-04T01:57:32Z,server-2,login_failed,user=mike ip=10.0.0.8,warning
2026-08-04T01:58:02Z,server-2,login_failed,user=mike ip=10.0.0.8,warning
2026-08-04T01:58:32Z,server-2,login_failed,user=mike ip=10.0.0.8,warning
2026-08-04T01:59:02Z,server-2,login_failed,user=mike ip=10.0.0.8,warning
2026-08-04T01:59:29Z,server-3,cpu_usage,cpu=90%,critical
2026-08-04T02:01:39Z,server-4,login_success,user=charlie ip=172.16.0.23,info
2026-08-04T02:05:32Z,server-4,login_failed,user=service_account ip=192.168.1.10,warning
2026-08-04T02:07:32Z,server-4,login_success,user=guest ip=203.0.113.5,info
2026-08-04T02:09:32Z,server-3,login_failed,user=mike ip=203.0.113.5,warning
2026-08-04T02:10:02Z,server-3,login_failed,user=mike ip=203.0.113.5,warning
2026-08-04T02:10:13Z,server-1,cpu_usage,cpu=88%,critical
2026-08-04T02:10:32Z,server-3,login_failed,user=mike ip=203.0.113.5,warning
2026-08-04T02:11:02Z,server-3,login_failed,user=mike ip=203.0.113.5,warning
2026-08-04T02:13:35Z,server-1,login_success,user=alice ip=203.0.113.5,info
2026-08-04T02:17:20Z,server-1,login_success,user=eve ip=192.168.1.10,info
2026-08-04T02:18:22Z,server-2,login_success,user=guest ip=10.0.0.12,info
2026-08-04T02:20:35Z,server-1,file_access,file=C:\Users\admin\Documents\secret.docx user=mike,warning
2026-08-04T02:21:36Z,server-2,file_access,file=/var/log/syslog user=root,info
2026-08-04T02:23:00Z,server-3,login_success,user=eve ip=10.0.0.8,info
2026-08-04T02:26:19Z,server-4,login_success,user=eve ip=10.0.0.5,info
2026-08-04T02:29:12Z,server-3,login_success,user=root ip=10.0.0.8,info
2026-08-04T02:32:48Z,server-4,login_failed,user=admin ip=10.1.1.15,warning
2026-08-04T02:35:41Z,server-1,cpu_usage,cpu=61%,warning
2026-08-04T02:38:23Z,server-5,file_access,file=/var/log/auth.log user=mike,info
2026-08-04T02:40:30Z,server-3,login_success,user=guest ip=10.0.0.12,info
2026-08-04T02:43:54Z,server-2,login_success,user=eve ip=203.0.113.5,info
2026-08-04T02:45:32Z,server-5,login_failed,user=service_account ip=192.168.1.10,warning
2026-08-04T02:45:55Z,server-5,file_access,file=/home/alice/report.pdf user=admin,info
2026-08-04T02:46:02Z,server-5,login_failed,user=service_account ip=192.168.1.10,warning
2026-08-04T02:46:32Z,server-5,login_failed,user=service_account ip=192.168.1.10,warning
2026-08-04T02:47:02Z,server-5,login_failed,user=service_account ip=192.168.1.10,warning
2026-08-04T02:47:32Z,server-5,login_failed,user=service_account ip=192.168.1.10,warning
2026-08-04T02:48:02Z,server-5,login_failed,user=service_account ip=192.168.1.10,warning
2026-08-04T02:48:11Z,server-3,login_success,user=jessica ip=10.0.0.5,info
2026-08-04T02:48:32Z,server-3,login_failed,user=root ip=10.0.0.5,warning
2026-08-04T02:49:02Z,server-3,login_failed,user=root ip=10.0.0.5,warning
2026-08-04T02:49:32Z,server-3,login_failed,user=root ip=10.0.0.5,warning
2026-08-04T02:50:02Z,server-3,login_failed,user=root ip=10.0.0.5,warning
2026-08-04T02:52:03Z,server-4,cpu_usage,cpu=24%,info
2026-08-04T02:55:19Z,server-5,login_success,user=jessica ip=203.0.113.5,info
2026-08-04T02:58:04Z,server-1,login_success,user=root ip=172.16.0.23,info
2026-08-04T03:00:46Z,server-3,login_success,user=eve ip=10.1.1.15,info
2026-08-04T03:02:50Z,server-4,login_success,user=eve ip=10.0.0.12,info
2026-08-04T03:06:25Z,server-4,cpu_usage,cpu=35%,info
2026-08-04T03:09:55Z,server-3,login_success,user=bob ip=10.0.0.5,info
2026-08-04T03:11:28Z,server-2,cpu_usage,cpu=61%,warning
2026-08-04T03:13:18Z,server-3,file_access,file=/home/alice/report.pdf user=bob,info
2026-08-04T03:15:22Z,server-3,cpu_usage,cpu=46%,info
2026-08-04T03:17:20Z,server-4,login_success,user=charlie ip=10.0.0.8,info
2026-08-04T03:20:52Z,server-2,cpu_usage,cpu=47%,info
2026-08-04T03:24:02Z,server-4,login_failed,user=mike ip=10.0.0.12,warning
2026-08-04T03:27:46Z,server-2,cpu_usage,cpu=98%,critical
2026-08-04T03:29:32Z,server-2,login_failed,user=jessica ip=198.51.100.7,warning
2026-08-04T03:30:02Z,server-2,login_failed,user=jessica ip=198.51.100.7,warning
2026-08-04T03:30:32Z,server-2,login_failed,user=jessica ip=198.51.100.7,warning
2026-08-04T03:30:53Z,server-3,login_failed,user=admin ip=192.168.1.10,warning
2026-08-04T03:31:02Z,server-2,login_failed,user=jessica ip=198.51.100.7,warning
2026-08-04T03:33:50Z,server-5,login_failed,user=charlie ip=10.0.0.12,warning
2026-08-04T03:35:22Z,server-4,cpu_usage,cpu=55%,info
2026-08-04T03:38:21Z,server-1,cpu_usage,cpu=20%,info
2026-08-04T03:41:37Z,server-3,login_success,user=root ip=10.0.0.8,info
2026-08-04T03:45:26Z,server-2,login_success,user=eve ip=10.0.0.12,info
2026-08-04T03:47:03Z,server-4,login_success,user=service_account ip=203.0.113.5,info
2026-08-04T03:48:12Z,server-1,login_success,user=eve ip=10.1.1.15,info
2026-08-04T03:50:29Z,server-4,login_success,user=guest ip=10.1.1.15,info
2026-08-04T03:53:55Z,server-4,cpu_usage,cpu=22%,info
2026-08-04T03:56:39Z,server-3,login_failed,user=mike ip=10.1.1.15,warning
2026-08-04T03:59:32Z,server-1,login_failed,user=guest ip=10.0.0.12,warning
2026-08-04T03:59:42Z,server-4,login_success,user=service_account ip=10.1.1.15,info
2026-08-04T04:00:02Z,server-1,login_failed,user=guest ip=10.0.0.12,warning
2026-08-04T04:00:32Z,server-1,login_failed,user=guest ip=10.0.0.12,warning
2026-08-04T04:01:02Z,server-1,login_failed,user=guest ip=10.0.0.12,warning
2026-08-04T04:01:32Z,server-1,login_failed,user=guest ip=10.0.0.12,warning
2026-08-04T04:02:02Z,server-1,login_failed,user=guest ip=10.0.0.12,warning
2026-08-04T04:02:21Z,server-4,login_success,user=mike ip=10.1.1.15,info
2026-08-04T04:04:51Z,server-4,file_access,file=/var/www/html/index.php user=charlie,info
2026-08-04T04:08:34Z,server-5,login_success,user=root ip=172.16.0.23,info
2026-08-04T04:12:04Z,server-3,cpu_usage,cpu=43%,info
2026-08-04T04:13:29Z,server-1,login_success,user=jessica ip=10.0.0.5,info
2026-08-04T04:16:53Z,server-5,login_success,user=alice ip=172.16.0.23,info
2026-08-04T04:18:32Z,server-5,login_failed,user=root ip=198.51.100.7,warning
2026-08-04T04:19:02Z,server-5,login_failed,user=root ip=198.51.100.7,warning
2026-08-04T04:19:32Z,server-5,login_failed,user=root ip=198.51.100.7,warning
2026-08-04T04:20:02Z,server-5,login_failed,user=root ip=198.51.100.7,warning
2026-08-04T04:20:15Z,server-3,login_success,user=alice ip=10.0.0.8,info
2026-08-04T04:23:08Z,server-2,login_success,user=eve ip=10.0.0.12,info
2026-08-04T04:24:50Z,server-4,login_success,user=eve ip=172.16.0.23,info
2026-08-04T04:27:32Z,server-4,login_failed,user=root ip=172.16.0.23,warning
2026-08-04T04:28:02Z,server-4,login_failed,user=root ip=172.16.0.23,warning
2026-08-04T04:28:32Z,server-4,login_failed,user=root ip=172.16.0.23,warning
2026-08-04T04:28:38Z,server-4,login_success,user=bob ip=198.51.100.7,info
2026-08-04T04:29:02Z,server-4,login_failed,user=root ip=172.16.0.23,warning
2026-08-04T04:29:32Z,server-4,login_failed,user=root ip=172.16.0.23,warning
2026-08-04T04:32:29Z,server-2,login_success,user=mike ip=192.168.1.10,info
2026-08-04T04:35:53Z,server-2,login_success,user=mike ip=10.0.0.12,info
2026-08-04T04:37:32Z,server-3,login_failed,user=alice ip=10.0.0.12,warning
2026-08-04T04:38:02Z,server-3,login_failed,user=alice ip=10.0.0.12,warning
2026-08-04T04:38:32Z,server-3,login_failed,user=alice ip=10.0.0.12,warning
2026-08-04T04:38:48Z,server-4,login_success,user=guest ip=10.1.1.15,info
2026-08-04T04:39:02Z,server-3,login_failed,user=alice ip=10.0.0.12,warning
2026-08-04T04:39:32Z,server-3,login_failed,user=alice ip=10.0.0.12,warning
2026-08-04T04:40:02Z,server-3,login_failed,user=alice ip=10.0.0.12,warning
2026-08-04T04:41:43Z,server-4,login_failed,user=alice ip=10.0.0.5,warning
2026-08-04T04:44:00Z,server-4,cpu_usage,cpu=46%,info
2026-08-04T04:48:00Z,server-5,login_success,user=eve ip=10.0.0.5,info
2026-08-04T04:51:45Z,server-3,cpu_usage,cpu=53%,info
2026-08-04T04:53:51Z,server-5,login_success,user=mike ip=192.168.1.10,info
2026-08-04T04:55:54Z,server-1,login_success,user=bob ip=198.51.100.7,info
2026-08-04T04:59:18Z,server-1,login_success,user=service_account ip=10.0.0.5,info
2026-08-04T05:00:51Z,server-3,login_success,user=bob ip=10.0.0.8,info
2026-08-04T05:02:25Z,server-1,login_success,user=service_account ip=203.0.113.5,info
2026-08-04T05:04:11Z,server-4,login_success,user=jessica ip=172.16.0.23,info
2026-08-04T05:06:46Z,server-3,login_failed,user=guest ip=198.51.100.7,warning
2026-08-04T05:08:54Z,server-5,cpu_usage,cpu=39%,info
2026-08-04T05:12:30Z,server-3,login_success,user=service_account ip=10.0.0.5,info
2026-08-04T05:13:38Z,server-3,file_access,file=/home/bob/.ssh/authorized_keys user=mike,info
2026-08-04T05:15:57Z,server-2,cpu_usage,cpu=92%,critical
2026-08-04T05:18:12Z,server-1,login_success,user=guest ip=10.0.0.5,info
2026-08-04T05:20:51Z,server-4,login_success,user=jessica ip=10.0.0.8,info
2026-08-04T05:24:11Z,server-1,login_success,user=admin ip=10.0.0.12,info
2026-08-04T05:26:35Z,server-2,login_failed,user=bob ip=10.0.0.8,warning
2026-08-04T05:29:42Z,server-4,login_success,user=admin ip=203.0.113.5,info
2026-08-04T05:31:27Z,server-5,login_failed,user=eve ip=10.0.0.5,warning
2026-08-04T05:33:04Z,server-2,cpu_usage,cpu=57%,info
2026-08-04T05:35:14Z,server-1,file_access,file=C:\Windows\System32\config\SAM user=jessica,warning
2026-08-04T05:38:48Z,server-1,login_failed,user=admin ip=198.51.100.7,warning
2026-08-04T05:39:55Z,server-2,login_success,user=guest ip=172.16.0.23,info
2026-08-04T05:43:40Z,server-5,login_success,user=eve ip=10.0.0.8,info
2026-08-04T05:46:16Z,server-4,cpu_usage,cpu=38%,info
2026-08-04T05:47:18Z,server-4,login_success,user=service_account ip=10.0.0.12,info
2026-08-04T05:47:32Z,server-4,login_failed,user=alice ip=10.0.0.8,warning
2026-08-04T05:48:02Z,server-4,login_failed,user=alice ip=10.0.0.8,warning
2026-08-04T05:48:32Z,server-4,login_failed,user=alice ip=10.0.0.8,warning
2026-08-04T05:49:02Z,server-4,login_failed,user=alice ip=10.0.0.8,warning
2026-08-04T05:49:32Z,server-4,login_failed,user=alice ip=10.0.0.8,warning
2026-08-04T05:49:46Z,server-4,login_failed,user=jessica ip=172.16.0.23,warning
2026-08-04T05:52:50Z,server-2,login_success,user=mike ip=10.1.1.15,info
2026-08-04T05:54:26Z,server-5,file_access,file=/var/www/html/index.php user=admin,info
2026-08-04T05:57:52Z,server-5,login_success,user=root ip=192.168.1.10,info
2026-08-04T05:59:22Z,server-2,cpu_usage,cpu=18%,info
2026-08-04T06:00:48Z,server-3,cpu_usage,cpu=37%,info
2026-08-04T06:02:27Z,server-5,cpu_usage,cpu=67%,warning
2026-08-04T06:04:46Z,server-3,login_success,user=guest ip=10.0.0.8,info
2026-08-04T06:06:39Z,server-2,login_success,user=service_account ip=198.51.100.7,info
2026-08-04T06:07:55Z,server-4,file_access,file=/home/charlie/finance.xlsx user=admin,info
2026-08-04T06:09:09Z,server-4,login_success,user=jessica ip=192.168.1.10,info
2026-08-04T06:10:32Z,server-5,login_success,user=admin ip=203.0.113.5,info
2026-08-04T06:11:40Z,server-3,login_success,user=bob ip=192.168.1.10,info
2026-08-04T06:14:56Z,server-5,cpu_usage,cpu=47%,info
2026-08-04T06:16:47Z,server-3,login_success,user=alice ip=10.0.0.12,info
2026-08-04T06:18:46Z,server-1,login_success,user=eve ip=10.0.0.12,info
2026-08-04T06:22:31Z,server-3,login_success,user=service_account ip=198.51.100.7,info
2026-08-04T06:25:47Z,server-3,login_success,user=eve ip=10.0.0.5,info
2026-08-04T06:27:32Z,server-4,cpu_usage,cpu=29%,info
2026-08-04T06:31:27Z,server-2,login_success,user=bob ip=198.51.100.7,info
2026-08-04T06:33:07Z,server-3,login_success,user=alice ip=10.1.1.15,info
2026-08-04T06:34:16Z,server-4,file_access,file=/var/log/auth.log user=alice,info
2026-08-04T06:36:14Z,server-1,login_success,user=root ip=10.0.0.12,info
2026-08-04T06:40:12Z,server-5,login_success,user=charlie ip=10.1.1.15,info
2026-08-04T06:42:19Z,server-1,login_success,user=charlie ip=192.168.1.10,info
2026-08-04T06:45:56Z,server-2,login_success,user=mike ip=10.0.0.12,info
2026-08-04T06:49:30Z,server-1,login_failed,user=bob ip=10.0.0.8,warning
2026-08-04T06:51:58Z,server-2,login_success,user=service_account ip=10.0.0.8,info
2026-08-04T06:55:03Z,server-1,login_success,user=root ip=203.0.113.5,info
2026-08-04T06:58:04Z,server-3,login_success,user=bob ip=192.168.1.10,info
2026-08-04T07:00:25Z,server-3,login_success,user=eve ip=10.1.1.15,info
2026-08-04T07:03:53Z,server-4,login_success,user=mike ip=10.0.0.8,info
2026-08-04T07:07:02Z,server-1,login_success,user=alice ip=10.0.0.12,info
2026-08-04T07:10:46Z,server-4,login_success,user=mike ip=10.0.0.5,info
2026-08-04T07:14:15Z,server-4,cpu_usage,cpu=26%,info
2026-08-04T07:15:50Z,server-3,cpu_usage,cpu=46%,info
2026-08-04T07:17:20Z,server-1,file_access,file=/home/charlie/finance.xlsx user=guest,info
2026-08-04T07:18:40Z,server-4,login_success,user=eve ip=10.0.0.8,info
2026-08-04T07:21:26Z,server-2,cpu_usage,cpu=94%,critical
2026-08-04T07:22:38Z,server-5,login_success,user=mike ip=172.16.0.23,info
2026-08-04T07:25:50Z,server-5,login_success,user=charlie ip=10.0.0.12,info
2026-08-04T07:29:47Z,server-3,cpu_usage,cpu=40%,info
2026-08-04T07:32:04Z,server-2,login_failed,user=root ip=172.16.0.23,warning
2026-08-04T07:35:03Z,server-2,login_success,user=bob ip=10.0.0.8,info
2026-08-04T07:37:32Z,server-3,file_access,file=/home/admin/.bash_history user=charlie,info
2026-08-04T07:39:30Z,server-2,login_success,user=charlie ip=10.0.0.12,info
2026-08-04T07:41:33Z,server-4,login_success,user=admin ip=198.51.100.7,info
2026-08-04T07:42:59Z,server-1,login_success,user=eve ip=10.0.0.12,info
2026-08-04T07:46:38Z,server-5,file_access,file=/var/log/auth.log user=jessica,info
2026-08-04T07:47:39Z,server-2,login_success,user=mike ip=10.0.0.8,info
2026-08-04T07:50:38Z,server-1,login_failed,user=root ip=198.51.100.7,warning
2026-08-04T07:53:26Z,server-3,login_success,user=jessica ip=203.0.113.5,info
2026-08-04T07:55:53Z,server-4,login_success,user=root ip=10.1.1.15,info
2026-08-04T07:57:42Z,server-5,login_success,user=service_account ip=192.168.1.10,info
2026-08-04T08:00:28Z,server-5,login_success,user=mike ip=198.51.100.7,info
2026-08-04T08:02:34Z,server-2,login_success,user=eve ip=198.51.100.7,info
2026-08-04T08:04:32Z,server-4,cpu_usage,cpu=59%,info
2026-08-04T08:07:26Z,server-1,cpu_usage,cpu=29%,info
2026-08-04T08:10:27Z,server-1,login_failed,user=admin ip=203.0.113.5,warning
2026-08-04T08:13:57Z,server-3,cpu_usage,cpu=31%,info
2026-08-04T08:16:25Z,server-3,login_failed,user=service_account ip=192.168.1.10,warning
2026-08-04T08:19:47Z,server-2,login_success,user=jessica ip=10.0.0.8,info
2026-08-04T08:22:47Z,server-4,login_success,user=guest ip=192.168.1.10,info
2026-08-04T08:26:29Z,server-5,cpu_usage,cpu=18%,info
2026-08-04T08:29:43Z,server-5,login_failed,user=charlie ip=10.1.1.15,warning
2026-08-04T08:31:29Z,server-2,login_failed,user=eve ip=10.0.0.5,warning
2026-08-04T08:33:36Z,server-5,login_success,user=guest ip=192.168.1.10,info
2026-08-04T08:36:07Z,server-1,login_success,user=root ip=198.51.100.7,info
2026-08-04T08:38:49Z,server-5,login_success,user=charlie ip=172.16.0.23,info
2026-08-04T08:41:35Z,server-4,login_failed,user=mike ip=192.168.1.10,warning
2026-08-04T08:45:20Z,server-3,login_success,user=mike ip=203.0.113.5,info
2026-08-04T08:48:02Z,server-2,login_success,user=jessica ip=172.16.0.23,info
2026-08-04T08:51:55Z,server-3,login_success,user=jessica ip=10.0.0.5,info
2026-08-04T08:54:07Z,server-4,login_failed,user=eve ip=172.16.0.23,warning
2026-08-04T08:55:56Z,server-1,login_failed,user=mike ip=203.0.113.5,warning
2026-08-04T08:59:20Z,server-2,file_access,file=/home/bob/.ssh/authorized_keys user=jessica,info
2026-08-04T09:00:37Z,server-5,login_success,user=guest ip=10.0.0.8,info
2026-08-04T09:02:00Z,server-3,file_access,file=/home/bob/.ssh/authorized_keys user=alice,info
2026-08-04T09:04:29Z,server-5,login_failed,user=guest ip=192.168.1.10,warning
2026-08-04T09:07:45Z,server-4,cpu_usage,cpu=18%,info
2026-08-04T09:09:45Z,server-4,login_failed,user=alice ip=10.0.0.8,warning
2026-08-04T09:12:10Z,server-2,cpu_usage,cpu=60%,info
2026-08-04T09:14:26Z,server-1,cpu_usage,cpu=15%,info
2026-08-04T09:16:14Z,server-4,cpu_usage,cpu=95%,critical
2026-08-04T09:18:05Z,server-4,login_success,user=guest ip=10.0.0.8,info
2026-08-04T09:21:41Z,server-5,login_success,user=eve ip=203.0.113.5,info
2026-08-04T09:23:01Z,server-5,login_success,user=service_account ip=10.0.0.5,info
2026-08-04T09:25:32Z,server-2,file_access,file=/var/log/syslog user=bob,info
2026-08-04T09:27:16Z,server-1,login_failed,user=mike ip=203.0.113.5,warning
2026-08-04T09:29:45Z,server-3,login_success,user=guest ip=10.0.0.8,info
2026-08-04T09:30:49Z,server-4,login_success,user=bob ip=172.16.0.23,info
2026-08-04T09:33:09Z,server-5,login_failed,user=mike ip=10.1.1.15,warning
2026-08-04T09:35:16Z,server-3,login_success,user=root ip=172.16.0.23,info
2026-08-04T09:39:04Z,server-1,file_access,file=C:\Windows\System32\config\SAM user=eve,warning
2026-08-04T09:43:00Z,server-5,login_success,user=guest ip=10.0.0.5,info
2026-08-04T09:46:00Z,server-3,cpu_usage,cpu=90%,critical
2026-08-04T09:48:11Z,server-4,cpu_usage,cpu=60%,info
2026-08-04T09:52:07Z,server-3,cpu_usage,cpu=68%,warning
2026-08-04T09:55:04Z,server-1,file_access,file=/home/alice/report.pdf user=guest,info
2026-08-04T09:57:02Z,server-5,login_failed,user=bob ip=10.0.0.5,warning
2026-08-04T10:00:48Z,server-1,login_failed,user=charlie ip=172.16.0.23,warning
2026-08-04T10:03:07Z,server-5,cpu_usage,cpu=53%,info
2026-08-04T10:05:49Z,server-3,cpu_usage,cpu=69%,warning
2026-08-04T10:07:38Z,server-4,login_success,user=jessica ip=10.1.1.15,info
2026-08-04T10:10:01Z,server-3,login_success,user=charlie ip=10.1.1.15,info
2026-08-04T10:11:29Z,server-1,login_success,user=jessica ip=172.16.0.23,info
2026-08-04T10:14:56Z,server-1,login_success,user=admin ip=192.168.1.10,info
2026-08-04T10:18:35Z,server-3,login_failed,user=alice ip=203.0.113.5,warning
2026-08-04T10:21:52Z,server-2,login_success,user=service_account ip=203.0.113.5,info
2026-08-04T10:23:09Z,server-5,login_success,user=service_account ip=10.0.0.8,info
2026-08-04T10:26:27Z,server-3,file_access,file=/home/charlie/finance.xlsx user=charlie,info
2026-08-04T10:28:26Z,server-1,login_success,user=service_account ip=10.0.0.12,info
2026-08-04T10:32:05Z,server-3,login_success,user=service_account ip=172.16.0.23,info
2026-08-04T10:35:58Z,server-1,login_success,user=guest ip=192.168.1.10,info
2026-08-04T10:39:51Z,server-5,login_success,user=root ip=198.51.100.7,info
2026-08-04T10:40:52Z,server-5,login_failed,user=admin ip=10.0.0.8,warning
2026-08-04T10:43:00Z,server-3,file_access,file=/var/www/html/index.php user=eve,info
2026-08-04T10:45:15Z,server-5,login_success,user=jessica ip=203.0.113.5,info
2026-08-04T10:46:20Z,server-5,login_failed,user=root ip=10.0.0.5,warning
2026-08-04T10:49:02Z,server-5,cpu_usage,cpu=64%,warning
2026-08-04T10:51:50Z,server-5,file_access,file=/home/bob/.ssh/authorized_keys user=admin,info
2026-08-04T10:54:16Z,server-4,login_success,user=charlie ip=10.0.0.12,info
2026-08-04T10:57:53Z,server-1,login_success,user=mike ip=203.0.113.5,info
2026-08-04T11:01:10Z,server-3,login_success,user=service_account ip=10.0.0.5,info
2026-08-04T11:03:43Z,server-5,login_failed,user=jessica ip=10.0.0.5,warning
2026-08-04T11:06:35Z,server-4,login_success,user=jessica ip=10.0.0.8,info
2026-08-04T11:08:37Z,server-1,login_success,user=guest ip=203.0.113.5,info
2026-08-04T11:10:53Z,server-5,file_access,file=/home/alice/report.pdf user=bob,info
2026-08-04T11:14:50Z,server-3,cpu_usage,cpu=39%,info
2026-08-04T11:18:30Z,server-4,login_success,user=jessica ip=192.168.1.10,info
2026-08-04T11:20:08Z,server-2,cpu_usage,cpu=59%,info
2026-08-04T11:23:47Z,server-2,cpu_usage,cpu=86%,critical
2026-08-04T11:25:33Z,server-5,login_success,user=admin ip=192.168.1.10,info
2026-08-04T11:27:05Z,server-1,login_success,user=jessica ip=10.1.1.15,info
2026-08-04T11:29:10Z,server-3,login_success,user=jessica ip=192.168.1.10,info
2026-08-04T11:32:05Z,server-5,login_success,user=jessica ip=10.0.0.5,info
2026-08-04T11:36:05Z,server-3,cpu_usage,cpu=95%,critical
2026-08-04T11:37:09Z,server-2,cpu_usage,cpu=86%,critical
2026-08-04T11:39:32Z,server-2,cpu_usage,cpu=29%,info
2026-08-04T11:40:37Z,server-2,cpu_usage,cpu=92%,critical
2026-08-04T11:43:52Z,server-5,file_access,file=C:\Windows\System32\config\SAM user=service_account,warning
2026-08-04T11:46:50Z,server-2,login_success,user=eve ip=10.0.0.5,info
2026-08-04T11:50:31Z,server-1,login_success,user=root ip=198.51.100.7,info
2026-08-04T11:54:02Z,server-1,cpu_usage,cpu=97%,critical
2026-08-04T11:57:46Z,server-1,login_success,user=bob ip=10.1.1.15,info
2026-08-04T11:59:50Z,server-4,login_failed,user=jessica ip=192.168.1.10,warning
2026-08-04T12:01:22Z,server-4,login_success,user=alice ip=172.16.0.23,info
2026-08-04T12:04:41Z,server-4,cpu_usage,cpu=55%,info
2026-08-04T12:06:59Z,server-1,login_success,user=service_account ip=10.0.0.12,info
2026-08-04T12:09:59Z,server-5,cpu_usage,cpu=52%,info
2026-08-04T12:11:14Z,server-3,login_success,user=admin ip=198.51.100.7,info
2026-08-04T12:14:09Z,server-3,cpu_usage,cpu=43%,info
2026-08-04T12:15:10Z,server-4,login_failed,user=jessica ip=203.0.113.5,warning
2026-08-04T12:16:44Z,server-5,cpu_usage,cpu=28%,info
2026-08-04T12:20:12Z,server-3,cpu_usage,cpu=39%,info
2026-08-04T12:21:35Z,server-5,login_success,user=admin ip=10.1.1.15,info
2026-08-04T12:25:21Z,server-3,login_success,user=alice ip=10.0.0.5,info
2026-08-04T12:27:20Z,server-4,login_failed,user=root ip=10.0.0.8,warning
2026-08-04T12:30:15Z,server-4,file_access,file=/var/www/html/index.php user=admin,info
2026-08-04T12:32:33Z,server-2,file_access,file=C:\Users\admin\Documents\secret.docx user=alice,warning
2026-08-04T12:34:53Z,server-5,login_success,user=mike ip=10.0.0.8,info
2026-08-04T12:36:55Z,server-1,login_success,user=admin ip=10.0.0.8,info
2026-08-04T12:38:55Z,server-2,login_success,user=eve ip=172.16.0.23,info
2026-08-04T12:40:46Z,server-1,login_success,user=guest ip=10.0.0.8,info
2026-08-04T12:42:20Z,server-4,login_success,user=jessica ip=172.16.0.23,info
2026-08-04T12:44:47Z,server-5,login_success,user=mike ip=10.1.1.15,info
2026-08-04T12:46:50Z,server-5,cpu_usage,cpu=20%,info
2026-08-04T12:47:50Z,server-2,cpu_usage,cpu=40%,info
2026-08-04T12:49:53Z,server-4,login_success,user=service_account ip=10.0.0.8,info
2026-08-04T12:51:52Z,server-2,login_success,user=root ip=198.51.100.7,info
2026-08-04T12:55:22Z,server-5,login_success,user=root ip=10.0.0.5,info
2026-08-04T12:58:19Z,server-2,login_success,user=guest ip=10.1.1.15,info
2026-08-04T13:01:58Z,server-1,login_success,user=root ip=10.0.0.12,info
